order_id,customer_id,order_date,category,quantity,unit_price,revenue,margin,discount,returned,region,channel,segment
O004073,C0822,2024-04-14,Home & Kitchen,1,166.0,166.0,69.72,0.0,False,Central,App,Premium
O002177,C0417,2024-07-02,Clothing,2,88.5,177.0,97.35,0.0,True,East,Online,Occasional
O000496,C0097,2024-12-25,Sports,1,148.26,192.74,73.24,0.0,False,North,Partner,Regular
O000092,C0017,2024-11-26,Sports,1,111.99,145.59,55.32,7.28,False,West,App,Premium
O005018,C1002,2024-04-20,Clothing,1,107.17,107.17,58.94,5.36,False,East,App,Premium
O008028,C1592,2023-02-17,Sports,1,106.63,90.63,34.44,18.13,False,East,Online,Regular
O000024,C0005,2023-01-21,Beauty,1,5.0,4.25,2.64,0.21,False,South,App,Regular
O005177,C1029,2024-02-09,Clothing,1,60.63,51.54,28.35,7.73,True,East,Online,Premium
O004820,C0960,2024-06-29,Electronics,1,396.67,396.67,87.27,19.83,False,Central,App,Premium
O008861,C1780,2023-10-27,Electronics,1,401.89,401.89,88.42,60.28,False,East,App,Premium
O005631,C1120,2024-02-09,Electronics,1,575.7,489.35,107.66,0.0,False,East,Online,Regular
O007803,C1547,2023-09-03,Beauty,2,40.0,80.0,49.6,0.0,False,West,App,Regular
O003811,C0768,2024-05-31,Electronics,1,399.7,399.7,87.93,0.0,False,West,App,Premium
O002446,C0476,2024-08-03,Clothing,1,111.26,111.26,61.19,0.0,False,Central,App,Occasional
O002489,C0490,2023-03-14,Electronics,1,366.48,366.48,80.63,0.0,False,East,Partner,Premium
O006193,C1225,2024-01-19,Sports,1,170.75,145.14,55.15,29.03,False,South,Online,Regular
O004306,C0866,2024-12-02,Beauty,1,67.76,88.09,54.62,0.0,False,Central,App,Premium
O005876,C1166,2024-03-11,Clothing,1,59.82,59.82,32.9,0.0,True,South,Online,Occasional
O006927,C1385,2023-05-08,Sports,1,211.68,211.68,80.44,0.0,False,South,Online,Premium
O009966,C1988,2024-09-19,Electronics,3,270.94,812.82,178.82,81.28,False,East,Partner,Premium
O001563,C0297,2023-06-06,Beauty,1,37.62,37.62,23.32,0.0,False,East,Online,Premium
O003950,C0797,2023-04-25,Home & Kitchen,1,138.35,138.35,58.11,13.84,False,East,Online,Regular
O009551,C1923,2023-01-04,Clothing,1,58.17,49.45,27.2,0.0,False,West,Online,Regular
O006011,C1189,2024-05-29,Sports,1,117.96,117.96,44.82,23.59,False,North,App,Occasional
O000883,C0160,2024-08-14,Home & Kitchen,1,30.69,30.69,12.89,4.6,False,West,Online,Regular
O009358,C1876,2023-02-09,Clothing,1,47.06,40.0,22.0,2.0,False,West,Online,Regular
O006682,C1332,2023-04-20,Home & Kitchen,2,46.2,92.41,38.81,4.62,False,East,Online,Premium
O008367,C1683,2024-07-28,Sports,1,131.65,131.65,50.03,13.16,False,South,App,Regular
O009379,C1882,2024-04-19,Beauty,3,13.6,40.81,25.3,0.0,False,South,App,Occasional
O008381,C1687,2023-02-10,Sports,1,273.59,232.55,88.37,0.0,False,Central,App,Regular
O009752,C1950,2024-01-31,Home & Kitchen,2,163.8,278.47,116.96,41.77,False,West,App,Regular
O006132,C1208,2023-11-21,Clothing,1,75.32,97.91,53.85,0.0,True,South,Online,Premium
O008074,C1607,2023-01-17,Beauty,1,23.62,20.07,12.44,2.01,False,North,Online,Regular
O008090,C1614,2023-03-16,Sports,1,73.26,73.26,27.84,14.65,False,West,Online,Regular
O001264,C0237,2024-08-14,Clothing,1,73.36,73.36,40.35,11.0,False,East,Online,Regular
O001816,C0346,2023-03-11,Home & Kitchen,1,59.18,59.18,24.86,11.84,False,Central,Online,Premium
O000712,C0131,2024-12-10,Clothing,2,69.52,180.76,99.42,0.0,False,North,Online,Occasional
O000797,C0146,2024-08-24,Electronics,1,5.0,5.0,1.1,0.0,False,West,Retail,Regular
O008195,C1637,2024-01-22,Home & Kitchen,1,89.44,76.02,31.93,15.2,False,East,App,Premium
O005703,C1129,2023-11-24,Beauty,1,29.93,38.9,24.12,0.0,False,South,App,Regular
O000101,C0020,2023-07-10,Sports,1,207.4,207.4,78.81,10.37,False,South,Online,Premium
O005643,C1121,2023-10-19,Home & Kitchen,1,125.12,125.12,52.55,0.0,False,Central,Online,Premium
O003533,C0706,2024-09-25,Beauty,2,35.35,70.7,43.83,0.0,True,East,Online,Premium
O002357,C0463,2024-09-19,Sports,1,177.04,177.04,67.28,35.41,False,South,Online,Regular
O007416,C1467,2024-10-19,Clothing,1,26.07,26.07,14.34,1.3,False,West,Retail,Regular
O001857,C0350,2024-12-03,Electronics,1,400.19,520.25,114.46,0.0,False,East,Online,Premium
O001396,C0263,2023-11-15,Clothing,2,43.73,113.69,62.53,17.05,False,Central,Online,Premium
O005884,C1167,2023-03-20,Home & Kitchen,1,95.83,95.83,40.25,19.17,False,North,Partner,Premium
O000842,C0152,2023-10-02,Electronics,1,261.56,261.56,57.54,52.31,False,South,Online,Premium
O007488,C1482,2023-07-24,Beauty,3,67.21,201.63,125.01,0.0,False,West,Online,Regular
O005854,C1161,2024-07-11,Beauty,3,50.82,152.45,94.52,0.0,False,West,App,Regular
O007408,C1466,2024-06-22,Home & Kitchen,1,83.39,83.39,35.02,0.0,False,East,Online,Premium
O001632,C0312,2024-02-26,Home & Kitchen,1,85.7,72.85,30.6,3.64,False,South,Online,Premium
O000573,C0105,2024-06-28,Beauty,1,25.16,25.16,15.6,2.52,True,Central,Online,Premium
O008112,C1619,2024-11-12,Home & Kitchen,1,56.61,73.6,30.91,0.0,False,North,Online,Regular
O005171,C1027,2024-04-25,Home & Kitchen,3,58.97,176.91,74.3,0.0,False,North,Partner,Regular
O004420,C0890,2024-07-06,Clothing,1,42.54,42.54,23.4,4.25,False,South,Partner,Regular
O000356,C0071,2023-09-21,Sports,1,122.06,122.06,46.38,18.31,False,East,Retail,Premium
O002192,C0423,2023-09-29,Clothing,3,113.97,341.9,188.04,0.0,False,West,Online,Regular
O006533,C1304,2023-06-01,Sports,1,122.46,122.46,46.53,6.12,False,West,App,Regular
O003844,C0775,2024-08-20,Home & Kitchen,1,13.03,13.03,5.47,0.0,False,South,Online,Regular
O009422,C1890,2024-05-01,Electronics,1,583.45,583.45,128.36,29.17,False,East,Online,Premium
O000869,C0157,2023-10-27,Electronics,1,108.89,108.89,23.96,0.0,False,South,Partner,Premium
O000843,C0152,2024-07-10,Beauty,1,33.61,33.61,20.84,6.72,False,South,Online,Premium
O007255,C1445,2024-12-20,Home & Kitchen,1,69.05,89.76,37.7,8.98,False,West,Online,Premium
O002881,C0568,2023-10-16,Sports,1,155.07,155.07,58.93,0.0,False,East,Partner,Premium
O003371,C0667,2023-08-03,Beauty,1,43.08,43.08,26.71,2.15,False,South,App,Regular
O000615,C0113,2023-08-01,Electronics,1,369.31,369.31,81.25,36.93,False,East,Partner,Premium
O005737,C1136,2023-06-07,Electronics,1,94.23,94.23,20.73,0.0,False,Central,Online,Premium
O003248,C0645,2023-01-01,Beauty,1,43.69,37.14,23.03,0.0,True,North,Retail,Regular
O005041,C1004,2024-06-19,Home & Kitchen,2,92.65,185.29,77.82,27.79,False,East,Partner,Premium
O004809,C0959,2023-04-24,Beauty,1,76.5,76.5,47.43,0.0,False,West,Partner,Regular
O003102,C0611,2023-08-31,Sports,1,188.91,188.91,71.79,28.34,False,North,App,Regular
O006253,C1236,2023-09-26,Beauty,1,16.86,16.86,10.45,0.0,False,South,App,Regular
O002293,C0449,2024-04-06,Beauty,2,5.0,10.0,6.2,0.5,False,North,Online,Regular
O002628,C0523,2023-04-24,Electronics,2,372.66,745.31,163.97,0.0,False,South,Online,Premium
O007917,C1569,2024-08-03,Beauty,2,54.52,109.05,67.61,10.9,False,South,Retail,Occasional
O003863,C0779,2024-12-13,Home & Kitchen,1,169.56,220.43,92.58,11.02,False,North,Retail,Regular
O007423,C1468,2024-04-27,Sports,1,21.45,21.45,8.15,2.14,False,North,Retail,Regular
O002091,C0402,2024-11-27,Electronics,1,539.93,701.91,154.42,35.1,False,Central,Online,Regular
O009570,C1926,2024-07-02,Beauty,1,49.52,49.52,30.7,0.0,False,North,Retail,Regular
O006667,C1329,2023-05-07,Beauty,1,5.0,5.0,3.1,0.25,False,West,App,Regular
O007532,C1489,2023-01-23,Beauty,1,81.21,69.03,42.8,3.45,False,Central,App,Regular
O003906,C0788,2024-11-07,Clothing,1,64.16,83.4,45.87,16.68,False,West,Online,Premium
O005274,C1048,2024-12-16,Beauty,1,37.56,48.83,30.27,2.44,False,East,App,Regular
O001646,C0315,2023-09-12,Clothing,2,36.18,72.36,39.8,3.62,False,Central,Partner,Regular
O001450,C0271,2024-09-15,Home & Kitchen,1,10.6,10.6,4.45,0.0,False,Central,App,Occasional
O006474,C1293,2023-09-30,Home & Kitchen,2,8.85,17.71,7.44,0.0,False,South,Online,Regular
O002599,C0517,2024-05-14,Sports,1,177.81,177.81,67.57,8.89,False,East,App,Premium
O001105,C0211,2024-08-21,Beauty,1,28.5,28.5,17.67,0.0,False,North,Online,Premium
O007210,C1434,2024-01-06,Electronics,1,220.56,187.47,41.24,18.75,False,East,Online,Regular
O008287,C1659,2024-07-06,Home & Kitchen,2,178.11,356.21,149.61,0.0,False,East,App,Regular
O009010,C1814,2023-06-13,Clothing,1,44.29,44.29,24.36,2.21,True,West,Online,Premium
O000006,C0002,2024-03-05,Electronics,1,287.69,287.69,63.29,43.15,True,North,Retail,Regular
O005191,C1029,2024-01-30,Beauty,1,28.61,24.31,15.07,1.22,False,East,Online,Premium
O004569,C0923,2024-02-22,Home & Kitchen,1,117.95,100.26,42.11,15.04,False,South,Online,Premium
O002999,C0591,2024-01-08,Clothing,1,141.02,119.87,65.93,5.99,False,Central,Online,Regular
O007066,C1408,2024-01-14,Home & Kitchen,1,42.95,36.51,15.33,5.48,True,West,Online,Premium
O003065,C0601,2024-12-21,Electronics,1,357.74,465.07,102.32,46.51,False,East,Retail,Premium
O007784,C1543,2024-10-13,Home & Kitchen,1,105.85,105.85,44.46,0.0,False,Central,Online,Premium
O005117,C1015,2024-10-21,Home & Kitchen,3,142.27,426.81,179.26,85.36,False,North,Retail,Regular
O007595,C1506,2024-09-05,Beauty,1,45.31,45.31,28.09,9.06,False,North,Online,Regular
O004593,C0925,2023-12-26,Home & Kitchen,1,112.71,146.52,61.54,29.3,False,West,Partner,Premium
O000263,C0050,2024-08-15,Electronics,1,285.29,285.29,62.76,28.53,False,North,App,Premium
O002741,C0545,2023-02-12,Home & Kitchen,1,61.05,51.89,21.79,5.19,False,East,Partner,Regular
O005934,C1175,2023-04-19,Home & Kitchen,2,51.83,103.66,43.54,15.55,False,West,App,Regular
O008774,C1762,2024-02-02,Beauty,1,51.59,43.85,27.19,2.19,False,East,Partner,Premium
O009081,C1828,2023-01-12,Sports,1,234.89,199.66,75.87,0.0,True,South,Online,Regular
O003275,C0649,2024-12-13,Home & Kitchen,1,132.71,172.52,72.46,8.63,False,Central,App,Premium
O008741,C1759,2024-10-05,Clothing,1,61.81,61.81,34.0,0.0,True,South,Online,Premium
O003806,C0767,2024-06-16,Clothing,1,75.76,75.76,41.67,15.15,False,West,Online,Regular
O009799,C1957,2023-09-19,Clothing,2,105.28,210.56,115.81,0.0,True,West,App,Regular
O002548,C0503,2023-05-22,Clothing,1,40.68,40.68,22.37,0.0,True,Central,Retail,Regular
O007842,C1552,2023-04-25,Beauty,1,61.41,61.41,38.07,9.21,False,Central,Online,Regular
O007275,C1448,2024-09-23,Electronics,1,335.61,335.61,73.83,67.12,False,North,App,Premium
O004299,C0866,2024-12-15,Sports,1,172.57,224.34,85.25,11.22,False,Central,App,Premium
O000184,C0037,2024-05-10,Beauty,1,57.62,57.62,35.72,2.88,False,East,Partner,Premium
O001235,C0232,2023-01-02,Electronics,1,252.57,214.68,47.23,32.2,True,West,Online,Regular
O009017,C1815,2024-06-15,Electronics,2,218.57,437.15,96.17,21.86,False,East,Online,Regular
O000410,C0084,2023-07-30,Sports,1,28.4,28.4,10.79,4.26,False,East,Retail,Regular
O006683,C1333,2024-03-02,Beauty,1,23.13,23.13,14.34,4.63,False,East,Partner,Regular
O007127,C1418,2023-02-09,Home & Kitchen,1,82.78,70.36,29.55,3.52,False,East,Online,Premium
O002725,C0543,2024-12-30,Clothing,1,58.74,76.36,42.0,11.45,False,South,App,Premium
O006116,C1206,2024-03-14,Sports,1,72.58,72.58,27.58,0.0,False,East,Retail,Premium
O005722,C1133,2023-09-01,Beauty,2,51.38,102.76,63.71,15.41,False,South,Partner,Premium
O008009,C1588,2024-02-23,Home & Kitchen,1,138.25,117.51,49.35,0.0,False,West,App,Regular
O008827,C1772,2023-06-29,Sports,1,110.01,110.01,41.8,0.0,False,West,App,Regular
O005054,C1005,2023-12-12,Clothing,1,17.66,22.96,12.63,4.59,False,North,Online,Premium
O007047,C1406,2024-12-14,Clothing,2,74.77,194.4,106.92,19.44,False,East,App,Regular
O008532,C1718,2024-02-01,Beauty,2,54.07,91.93,57.0,18.39,False,East,App,Regular
O008504,C1713,2023-05-17,Home & Kitchen,1,22.03,22.03,9.25,1.1,False,East,Online,Premium
O002079,C0401,2024-06-19,Beauty,1,66.84,66.84,41.44,0.0,False,North,Partner,Premium
O006997,C1397,2023-05-05,Home & Kitchen,1,112.79,112.79,47.37,22.56,False,West,Online,Premium
O002258,C0442,2023-09-18,Clothing,1,92.33,92.33,50.78,4.62,False,East,App,Regular
O003903,C0788,2024-12-21,Electronics,3,240.84,939.28,206.64,93.93,False,West,Online,Premium
O009762,C1951,2023-01-12,Home & Kitchen,1,157.94,134.25,56.38,0.0,False,West,Retail,Regular
O007609,C1510,2023-07-03,Clothing,1,29.18,29.18,16.05,0.0,False,West,Partner,Regular
O007222,C1437,2024-05-11,Clothing,1,83.88,83.88,46.13,0.0,False,North,Online,Premium
O005052,C1004,2023-01-17,Clothing,1,17.54,14.91,8.2,0.75,False,East,Partner,Premium
O005167,C1027,2023-10-18,Electronics,1,451.92,451.92,99.42,22.6,False,North,Partner,Regular
O000999,C0191,2023-10-12,Home & Kitchen,2,130.8,261.59,109.87,0.0,False,South,Online,Regular
O006781,C1354,2023-09-15,Clothing,1,44.51,44.51,24.48,2.23,False,South,App,Occasional
O003061,C0601,2023-05-11,Sports,1,234.97,234.97,89.29,46.99,True,East,Retail,Premium
O003559,C0711,2024-12-23,Beauty,1,25.92,33.69,20.89,0.0,False,East,Retail,Regular
O003036,C0598,2023-11-12,Clothing,1,90.74,117.96,64.88,5.9,False,North,App,Regular
O002359,C0463,2023-10-06,Electronics,3,209.4,628.21,138.21,0.0,False,South,Online,Regular
O007057,C1407,2024-04-05,Beauty,1,52.45,52.45,32.52,7.87,False,West,App,Regular
O008762,C1762,2023-01-22,Clothing,1,39.76,33.79,18.58,1.69,False,East,Partner,Premium
O001749,C0334,2023-12-27,Sports,1,179.98,233.97,88.91,23.4,False,East,Partner,Premium
O005923,C1174,2023-05-23,Sports,3,192.93,578.79,219.94,0.0,False,West,Retail,Premium
O008448,C1703,2023-02-11,Home & Kitchen,1,140.48,119.4,50.15,0.0,False,North,App,Premium
O008253,C1647,2023-10-14,Sports,1,258.96,258.96,98.4,38.84,False,West,Partner,Regular
O007417,C1467,2024-02-12,Home & Kitchen,3,132.81,338.67,142.24,0.0,False,West,Retail,Regular
O001742,C0333,2023-12-20,Beauty,1,43.05,55.97,34.7,8.4,False,North,Online,Regular
O004622,C0927,2024-05-15,Beauty,1,49.63,49.63,30.77,9.93,False,North,App,Premium
O006188,C1224,2024-04-25,Electronics,1,656.46,656.46,144.42,0.0,False,South,Online,Occasional
O004523,C0911,2024-06-18,Clothing,1,86.69,86.69,47.68,0.0,False,East,Retail,Regular
O005155,C1025,2024-09-16,Beauty,1,80.27,80.27,49.77,12.04,True,North,App,Premium
O002336,C0460,2023-01-11,Clothing,1,57.38,48.77,26.82,0.0,False,East,App,Regular
O006280,C1244,2023-01-24,Home & Kitchen,1,142.96,121.52,51.04,12.15,False,West,Online,Premium
O005904,C1171,2024-01-28,Beauty,1,44.73,38.02,23.57,1.9,True,Central,Online,Premium
O008140,C1626,2023-05-08,Sports,1,55.88,55.88,21.23,0.0,False,West,App,Regular
O008133,C1625,2024-01-20,Beauty,1,83.58,71.04,44.04,0.0,False,North,Online,Regular
O004196,C0843,2024-06-09,Sports,1,49.58,49.58,18.84,0.0,False,West,Online,Regular
O009527,C1918,2023-07-14,Clothing,1,92.03,92.03,50.62,13.8,False,Central,Online,Regular
O005862,C1164,2023-08-20,Beauty,1,61.41,61.41,38.07,9.21,False,East,Online,Occasional
O000281,C0055,2023-05-22,Beauty,1,59.15,59.15,36.67,5.92,False,West,Retail,Occasional
O005755,C1139,2024-12-02,Electronics,1,153.79,199.93,43.98,19.99,True,South,Online,Premium
O007162,C1426,2024-10-07,Home & Kitchen,1,101.79,101.79,42.75,5.09,True,South,Online,Regular
O007879,C1558,2023-11-07,Beauty,3,40.53,158.09,98.02,0.0,False,West,App,Premium
O007988,C1586,2023-11-28,Home & Kitchen,3,82.59,322.08,135.27,0.0,False,Central,Online,Premium
O002897,C0570,2024-04-16,Home & Kitchen,1,108.42,108.42,45.54,21.68,False,West,App,Premium
O004411,C0889,2024-02-04,Clothing,1,30.38,25.83,14.21,3.87,False,North,Online,Regular
O006300,C1248,2023-04-16,Sports,1,22.71,22.71,8.63,2.27,False,South,Partner,Regular
O009662,C1938,2023-02-21,Beauty,1,46.5,39.52,24.5,0.0,False,South,Partner,Premium
O008099,C1615,2024-12-10,Sports,1,132.91,172.79,65.66,25.92,False,East,Partner,Regular
O000063,C0011,2024-03-10,Electronics,1,78.09,78.09,17.18,0.0,True,East,App,Regular
O007270,C1447,2023-04-08,Sports,1,109.17,109.17,41.48,10.92,False,Central,Online,Regular
O001561,C0297,2024-07-14,Home & Kitchen,1,5.0,5.0,2.1,0.0,False,East,Online,Premium
O003632,C0725,2024-10-22,Home & Kitchen,1,191.04,191.04,80.24,0.0,False,Central,Online,Regular
O005164,C1026,2023-06-29,Home & Kitchen,2,75.88,151.77,63.74,0.0,False,Central,App,Regular
O005952,C1178,2023-04-24,Clothing,1,27.28,27.28,15.0,0.0,False,Central,App,Regular
O000692,C0127,2024-10-28,Beauty,1,42.83,42.83,26.55,4.28,False,West,App,Regular
O006506,C1298,2023-12-27,Clothing,1,5.0,6.5,3.58,0.32,False,West,Online,Premium
O000871,C0157,2024-06-10,Beauty,1,44.03,44.03,27.3,6.6,False,South,Partner,Premium
O008241,C1644,2024-10-11,Beauty,1,50.95,50.95,31.59,0.0,False,South,Online,Premium
O001143,C0218,2024-10-23,Electronics,1,653.41,653.41,143.75,32.67,False,South,App,Premium
O006800,C1357,2023-12-04,Electronics,1,326.94,425.03,93.51,85.01,False,Central,Online,Premium
O001442,C0270,2024-04-22,Clothing,1,91.36,91.36,50.25,0.0,False,South,Retail,Regular
O008600,C1733,2024-07-30,Sports,1,186.68,186.68,70.94,18.67,False,Central,Online,Premium
O009264,C1858,2024-04-12,Home & Kitchen,1,74.58,74.58,31.32,14.92,False,South,Online,Regular
O006530,C1303,2023-04-26,Sports,1,215.61,215.61,81.93,0.0,False,South,Partner,Regular
O006459,C1291,2024-01-14,Beauty,1,86.62,73.63,45.65,0.0,False,West,App,Regular
O000781,C0142,2024-03-15,Electronics,1,397.1,397.1,87.36,19.86,False,Central,Partner,Premium
O009717,C1945,2024-09-12,Clothing,1,91.34,91.34,50.24,9.13,False,West,Online,Premium
O004757,C0952,2023-10-26,Sports,1,103.27,103.27,39.24,0.0,False,West,App,Regular
O006197,C1225,2023-11-11,Beauty,2,40.68,105.77,65.58,21.15,False,South,Online,Regular
O009620,C1931,2023-11-26,Home & Kitchen,1,62.46,81.2,34.1,0.0,False,East,Online,Premium
O007999,C1587,2023-09-27,Home & Kitchen,1,116.99,116.99,49.14,5.85,False,North,Online,Regular
O003626,C0724,2024-10-17,Electronics,1,245.55,245.55,54.02,49.11,False,East,Online,Occasional
O000426,C0085,2024-03-09,Sports,1,122.75,122.75,46.64,0.0,False,West,Online,Premium
O003820,C0772,2023-02-03,Electronics,1,690.65,587.05,129.15,0.0,False,North,Retail,Regular
O000891,C0162,2024-01-13,Clothing,1,70.32,59.77,32.87,2.99,False,South,App,Regular
O009780,C1956,2024-07-15,Beauty,1,45.25,45.25,28.06,6.79,False,South,App,Premium
O009420,C1889,2023-03-31,Beauty,1,75.61,75.61,46.88,0.0,False,North,Partner,Occasional
O002183,C0420,2024-07-21,Sports,1,101.15,101.15,38.44,0.0,False,North,Partner,Occasional
O005265,C1045,2024-01-15,Beauty,1,54.24,46.1,28.58,6.92,False,North,Partner,Premium
O007942,C1574,2023-07-22,Electronics,1,319.65,319.65,70.32,0.0,False,East,App,Regular
O000299,C0058,2024-12-22,Beauty,1,54.09,70.32,43.6,3.52,False,Central,Partner,Regular
O007352,C1456,2023-04-16,Sports,1,147.42,147.42,56.02,22.11,False,East,Online,Regular
O007229,C1439,2024-01-22,Sports,1,5.0,4.25,1.62,0.64,False,South,Online,Regular
O000162,C0033,2023-06-22,Electronics,2,412.55,825.09,181.52,82.51,False,West,Online,Regular
O008773,C1762,2024-04-08,Clothing,1,75.61,75.61,41.59,3.78,False,East,Partner,Premium
O001963,C0377,2024-06-06,Sports,1,44.9,44.9,17.06,0.0,False,Central,Online,Premium
O006038,C1195,2024-08-03,Clothing,1,122.13,122.13,67.17,18.32,False,South,Online,Occasional
O000417,C0085,2024-07-31,Sports,2,164.68,329.35,125.15,0.0,False,West,Online,Premium
O003341,C0662,2024-03-02,Clothing,1,137.08,137.08,75.39,20.56,True,East,Online,Premium
O003095,C0611,2024-06-05,Home & Kitchen,1,87.43,87.43,36.72,4.37,False,North,App,Regular
O002530,C0498,2024-07-17,Sports,1,87.2,87.2,33.14,13.08,False,East,App,Regular
O004592,C0925,2024-11-27,Sports,1,165.44,215.08,81.73,10.75,True,West,Partner,Premium
O003416,C0679,2024-06-18,Clothing,1,78.97,78.97,43.43,3.95,False,North,Online,Regular
O007749,C1537,2024-05-17,Beauty,1,11.22,11.22,6.96,0.0,False,East,Online,Premium
O004098,C0825,2024-05-19,Home & Kitchen,1,5.0,5.0,2.1,0.0,False,North,Online,Premium
O010007,C1995,2024-07-12,Sports,1,249.94,249.94,94.98,37.49,False,East,App,Regular
O005653,C1122,2024-11-29,Electronics,1,527.99,686.38,151.0,102.96,False,South,Online,Regular
O008756,C1760,2024-01-04,Clothing,1,81.82,69.55,38.25,0.0,False,Central,Online,Regular
O005618,C1119,2023-12-29,Sports,1,177.49,230.74,87.68,0.0,False,North,App,Premium
O003897,C0786,2024-02-29,Electronics,2,304.9,518.32,114.03,25.92,False,South,Online,Regular
O002850,C0564,2024-12-13,Home & Kitchen,3,79.47,309.91,130.16,0.0,False,West,App,Premium
O002144,C0413,2024-12-21,Home & Kitchen,2,159.93,415.82,174.64,0.0,False,North,Online,Regular
O004737,C0950,2023-01-13,Electronics,1,401.54,341.31,75.09,34.13,False,North,Partner,Premium
O005977,C1183,2024-02-19,Beauty,1,25.44,21.62,13.4,4.32,False,West,App,Regular
O000594,C0109,2024-10-27,Sports,1,167.74,167.74,63.74,33.55,False,North,Online,Premium
O006105,C1204,2023-10-04,Beauty,2,63.48,126.97,78.72,0.0,False,Central,Online,Premium
O005132,C1020,2024-05-18,Electronics,1,201.73,201.73,44.38,0.0,False,North,App,Regular
O004334,C0873,2023-05-04,Sports,1,226.31,226.31,86.0,22.63,False,North,Online,Premium
O007537,C1491,2023-09-07,Home & Kitchen,1,159.45,159.45,66.97,0.0,False,Central,App,Occasional
O007161,C1426,2024-05-16,Clothing,1,78.79,78.79,43.33,15.76,False,South,Online,Regular
O003927,C0791,2023-09-02,Beauty,1,65.11,65.11,40.37,0.0,False,West,Online,Regular
O001166,C0220,2024-06-22,Clothing,1,118.66,118.66,65.26,0.0,False,North,Online,Regular
O004070,C0822,2024-04-06,Clothing,1,150.81,150.81,82.95,0.0,False,Central,App,Premium
O009073,C1826,2024-09-03,Electronics,3,11.91,35.73,7.86,3.57,False,East,Online,Regular
O002939,C0575,2023-05-16,Beauty,1,31.97,31.97,19.82,0.0,False,South,Online,Regular
O008137,C1626,2024-03-25,Sports,2,149.2,298.41,113.4,14.92,False,West,App,Regular
O003394,C0673,2024-03-22,Clothing,1,48.27,48.27,26.55,0.0,False,East,App,Occasional
O000574,C0105,2024-02-26,Home & Kitchen,1,116.04,98.64,41.43,0.0,False,Central,Online,Premium
O000351,C0070,2024-05-31,Sports,1,202.74,202.74,77.04,10.14,False,South,App,Regular
O007279,C1448,2024-05-20,Home & Kitchen,1,147.89,147.89,62.11,0.0,False,North,App,Premium
O009886,C1971,2023-05-22,Electronics,3,358.33,1074.98,236.5,0.0,False,North,Online,Regular
O004345,C0874,2024-03-24,Sports,1,95.02,95.02,36.11,19.0,False,North,Partner,Regular
O006861,C1371,2024-01-11,Electronics,3,104.04,265.3,58.37,53.06,False,North,Retail,Premium
O006223,C1230,2024-08-13,Electronics,1,560.91,560.91,123.4,112.18,False,East,Partner,Regular
O001995,C0380,2023-09-15,Beauty,1,62.51,62.51,38.76,3.13,True,Central,App,Regular
O001137,C0217,2024-12-03,Clothing,1,40.46,52.59,28.92,7.89,False,West,Online,Occasional
O007277,C1448,2024-08-03,Electronics,1,453.0,453.0,99.66,90.6,False,North,App,Premium
O002671,C0532,2024-10-02,Sports,1,137.41,137.41,52.22,0.0,False,Central,Online,Regular
O009382,C1883,2024-07-02,Beauty,2,46.98,93.96,58.26,14.09,False,North,Online,Occasional
O001993,C0379,2024-10-31,Home & Kitchen,1,124.65,124.65,52.35,24.93,False,West,Online,Premium
O003204,C0635,2023-12-26,Electronics,1,585.44,761.08,167.44,0.0,False,South,Online,Premium
O003590,C0716,2024-01-31,Sports,2,126.95,215.82,82.01,0.0,False,North,App,Regular
O002949,C0577,2024-11-05,Sports,2,51.29,133.36,50.68,20.0,False,North,Online,Regular
O008338,C1674,2023-09-19,Home & Kitchen,1,135.07,135.07,56.73,0.0,False,West,Online,Regular
O001489,C0281,2023-11-11,Home & Kitchen,1,65.22,84.79,35.61,4.24,False,West,Online,Regular
O000120,C0024,2023-06-11,Home & Kitchen,1,92.17,92.17,38.71,13.83,False,North,App,Premium
O001308,C0245,2024-02-01,Electronics,1,5.0,4.25,0.94,0.0,False,West,Retail,Regular
O001369,C0259,2024-09-15,Home & Kitchen,1,88.16,88.16,37.03,13.22,False,Central,Retail,Premium
O003000,C0591,2023-07-07,Electronics,1,256.33,256.33,56.39,38.45,False,Central,Online,Regular
O001528,C0291,2023-01-05,Clothing,1,78.37,66.62,36.64,9.99,False,North,App,Regular
O003628,C0725,2023-05-08,Home & Kitchen,1,47.17,47.17,19.81,7.08,True,Central,Online,Regular
O005121,C1017,2023-01-25,Sports,2,227.32,386.45,146.85,0.0,False,West,Retail,Occasional
O004272,C0861,2024-05-11,Clothing,1,154.11,154.11,84.76,7.71,False,South,Online,Regular
O005931,C1174,2023-01-27,Sports,1,127.63,108.48,41.22,16.27,False,West,Retail,Premium
O006674,C1332,2023-07-25,Electronics,1,774.05,774.05,170.29,38.7,False,East,Online,Premium
O006004,C1186,2023-11-19,Sports,1,5.0,6.5,2.47,1.3,False,East,App,Premium
O000575,C0105,2023-01-18,Sports,1,57.45,48.83,18.56,4.88,False,Central,Online,Premium
O008715,C1752,2023-10-26,Clothing,1,95.3,95.3,52.42,9.53,False,Central,Online,Regular
O005729,C1134,2024-11-01,Electronics,2,283.95,738.27,162.42,147.65,False,South,Online,Occasional
O002178,C0417,2024-12-18,Sports,1,136.89,177.96,67.62,35.59,False,East,Online,Occasional
O006656,C1327,2023-01-26,Beauty,3,47.94,122.24,75.79,24.45,False,North,App,Premium
O006596,C1315,2024-11-30,Clothing,1,58.11,75.55,41.55,15.11,False,South,Online,Regular
