customer_id,age,segment,region,channel,join_date
C0623,28,Regular,North,Retail,2022-03-10
C0624,20,Regular,West,Retail,2022-08-26
C0625,42,Regular,Central,Online,2022-12-08
C0626,21,Occasional,West,Online,2022-09-29
C0627,39,Occasional,South,App,2022-10-14
C0628,24,Regular,West,Online,2022-11-01
C0629,31,Regular,North,Online,2022-06-12
C0630,42,Regular,South,Retail,2022-08-15
C0631,32,Regular,East,App,2022-11-10
C0632,23,Regular,North,App,2022-09-16
C0633,35,Occasional,South,Retail,2022-08-07
C0634,41,Occasional,East,Partner,2022-10-08
C0635,43,Premium,South,Online,2022-08-17
C0636,42,Regular,West,App,2022-03-23
C0637,20,Premium,South,App,2022-09-01
C0638,18,Occasional,West,Online,2022-08-19
C0639,37,Occasional,East,Online,2022-05-13
C0640,37,Regular,North,Online,2022-05-07
C0641,33,Occasional,East,Online,2022-11-23
C0642,18,Occasional,Central,Retail,2022-05-22
C0643,35,Occasional,North,Online,2022-09-24
C0644,37,Regular,North,Online,2022-09-06
C0645,50,Regular,North,Retail,2022-11-17
C0646,41,Regular,South,App,2022-05-03
C0647,25,Occasional,South,App,2022-05-21
C0648,19,Occasional,West,Online,2022-08-14
C0649,24,Premium,Central,App,2022-02-09
C0650,60,Regular,East,App,2023-01-01
C0651,32,Occasional,East,App,2022-05-27
C0652,30,Regular,North,Online,2022-05-01
C0653,18,Premium,West,Partner,2022-05-20
C0654,31,Occasional,Central,Online,2022-06-21
C0655,18,Regular,East,Online,2022-06-13
C0656,40,Regular,Central,Online,2022-10-04
C0657,40,Occasional,North,App,2022-02-11
C0658,35,Occasional,South,App,2022-03-12
C0659,23,Regular,West,App,2022-03-19
C0660,40,Premium,North,Online,2022-04-29
C0661,19,Regular,West,App,2022-07-16
C0662,42,Premium,East,Online,2022-12-22
C0663,60,Premium,South,Online,2022-03-20
C0664,32,Occasional,Central,Online,2022-12-28
C0665,27,Regular,West,Partner,2022-04-20
C0666,50,Occasional,East,Online,2022-02-02
C0667,26,Regular,South,App,2022-08-01
C0668,44,Regular,North,Partner,2022-07-28
C0669,35,Regular,North,Online,2022-06-19
C0670,23,Regular,Central,Online,2022-10-05
C0671,36,Regular,East,App,2022-08-27
C0672,42,Occasional,South,Online,2022-08-01
C0673,32,Occasional,East,App,2022-02-01
C0674,46,Regular,East,Online,2022-04-16
C0675,45,Regular,North,Online,2022-08-04
C0676,29,Occasional,East,Online,2022-07-19
C0677,40,Regular,West,Retail,2022-10-27
C0678,39,Occasional,North,Retail,2022-12-23
C0679,18,Regular,North,Online,2022-01-11
C0680,38,Occasional,North,Online,2022-10-22
C0681,26,Occasional,South,Online,2022-07-14
C0682,35,Regular,South,Online,2022-09-02
C0683,43,Occasional,West,Online,2022-01-04
C0684,21,Regular,South,App,2022-06-30
C0685,29,Regular,Central,Retail,2022-06-02
C0686,40,Occasional,West,Online,2022-07-19
C0687,55,Premium,East,App,2022-08-03
C0688,46,Regular,West,App,2022-10-03
C0689,42,Regular,West,Retail,2022-10-07
C0690,18,Premium,East,App,2022-11-05
C0691,42,Occasional,West,App,2022-04-23
C0692,32,Regular,Central,App,2022-09-07
C0693,42,Regular,West,Online,2022-04-23
C0694,40,Regular,South,Partner,2022-05-20
C0695,40,Occasional,East,Partner,2022-08-12
C0696,44,Regular,South,Online,2022-09-06
C0697,43,Regular,North,Retail,2022-01-15
C0698,45,Premium,West,Partner,2022-07-19
C0699,18,Occasional,West,App,2022-06-22
C0700,30,Occasional,North,App,2022-12-09
C0701,43,Regular,West,App,2022-12-14
C0702,40,Regular,North,Retail,2022-07-27
C0703,29,Regular,Central,App,2022-03-26
C0704,24,Occasional,South,App,2022-08-28
C0705,49,Occasional,North,App,2022-03-07
C0706,38,Premium,East,Online,2022-11-15
C0707,22,Regular,South,App,2022-10-01
C0708,18,Regular,North,Retail,2022-01-14
C0709,28,Occasional,South,Online,2022-07-21
C0710,18,Regular,Central,App,2022-10-31
C0711,48,Regular,East,Retail,2022-10-16
C0712,52,Premium,South,Online,2022-12-06
C0713,39,Premium,East,Online,2022-01-14
C0714,34,Occasional,North,Online,2022-02-12
C0715,45,Regular,South,Online,2022-11-26
C0716,47,Regular,North,App,2022-08-08
C0717,23,Occasional,Central,App,2022-03-11
C0718,22,Premium,North,Partner,2022-08-25
C0719,28,Regular,West,App,2022-04-04
C0720,31,Regular,North,Partner,2022-01-26
C0721,44,Occasional,West,Online,2022-05-14
C0722,21,Regular,East,Retail,2022-07-14
C0723,41,Regular,East,App,2022-06-17
C0724,39,Occasional,East,Online,2022-04-19
C0725,18,Regular,Central,Online,2022-08-21
C0726,41,Occasional,North,App,2022-06-17
C0727,34,Premium,West,Partner,2022-06-22
C0728,32,Regular,South,Online,2022-07-14
C0729,55,Regular,South,App,2022-05-23
C0730,51,Premium,North,Retail,2022-08-04
C0731,25,Regular,South,Online,2022-05-10
C0732,26,Regular,West,App,2022-02-11
C0733,28,Occasional,West,Retail,2022-08-29
C0734,37,Occasional,Central,App,2022-01-10
C0735,40,Occasional,West,App,2022-10-04
C0736,20,Premium,South,Partner,2022-01-27
C0737,47,Regular,South,Retail,2022-06-29
C0738,63,Occasional,West,App,2022-04-25
C0739,18,Occasional,East,Online,2022-11-29
C0740,43,Regular,Central,Online,2022-02-05
C0741,28,Regular,North,Online,2022-11-30
C0742,45,Regular,North,App,2022-01-21
C0743,29,Occasional,South,Online,2022-01-16
C0744,52,Regular,North,Online,2022-05-07
C0745,44,Occasional,West,Online,2022-04-13
C0746,39,Regular,South,Online,2022-01-11
C0747,70,Regular,South,Retail,2022-11-15
C0748,49,Occasional,South,Partner,2022-03-20
C0749,33,Regular,East,Partner,2022-05-03
C0750,38,Occasional,North,Online,2022-03-06
C0751,37,Regular,Central,App,2022-08-31
C0752,70,Occasional,Central,App,2022-12-09
C0753,59,Regular,West,Online,2022-02-28
C0754,21,Occasional,South,Online,2022-10-16
C0755,46,Regular,North,Online,2022-04-22
C0756,46,Premium,North,Retail,2022-08-27
C0757,26,Premium,South,App,2022-12-25
C0758,19,Regular,South,Online,2022-05-12
C0759,18,Regular,Central,App,2022-07-08
C0760,28,Regular,East,Online,2022-03-27
C0761,57,Occasional,North,App,2022-11-07
C0762,39,Regular,Central,App,2022-11-07
C0763,22,Regular,North,Online,2022-02-28
C0764,36,Premium,West,Online,2022-03-25
C0765,45,Regular,East,Online,2022-06-09
C0766,32,Premium,West,Online,2022-02-25
C0767,66,Regular,West,Online,2022-10-24
C0768,21,Premium,West,App,2022-01-14
C0769,39,Occasional,East,Online,2022-06-09
C0770,39,Occasional,East,Online,2022-10-22
C0771,25,Regular,West,Partner,2022-12-13
C0772,34,Regular,North,Retail,2022-07-12
C0773,45,Occasional,North,App,2022-07-23
C0774,18,Premium,South,Retail,2022-04-12
C0775,18,Regular,South,Online,2022-02-08
C0776,42,Premium,South,App,2022-10-31
C0777,45,Occasional,North,Online,2022-12-20
C0778,50,Occasional,East,Online,2022-11-18
C0779,42,Regular,North,Retail,2022-05-05
C0780,43,Regular,West,Retail,2022-02-22
C0781,36,Premium,West,App,2022-12-23
C0782,51,Occasional,North,Online,2022-06-04
C0783,38,Occasional,West,App,2022-12-17
C0784,40,Occasional,Central,App,2022-11-04
C0785,22,Regular,West,Online,2022-03-03
C0786,39,Regular,South,Online,2022-10-17
C0787,30,Occasional,East,Online,2022-01-22
C0788,18,Premium,West,Online,2022-06-27
C0789,41,Occasional,South,App,2022-09-30
C0790,47,Regular,Central,App,2022-08-08
C0791,20,Regular,West,Online,2022-12-05
C0792,24,Regular,South,App,2022-07-09
C0793,41,Occasional,North,Online,2022-02-05
C0794,42,Occasional,South,Online,2022-09-17
C0795,39,Premium,West,Online,2022-11-28
C0796,18,Occasional,Central,Online,2022-06-24
C0797,39,Regular,East,Online,2022-01-07
C0798,38,Premium,Central,Online,2022-08-04
C0799,44,Occasional,Central,Online,2022-09-08
C0800,42,Premium,East,Online,2022-02-24
C0801,34,Occasional,East,Online,2022-08-10
C0802,33,Occasional,South,Online,2022-07-05
C0803,42,Occasional,North,Retail,2022-11-22
C0804,50,Regular,East,App,2022-08-24
C0805,37,Regular,Central,Retail,2022-12-29
C0806,47,Regular,West,Online,2022-03-20
C0807,40,Occasional,Central,Online,2022-08-11
C0808,18,Regular,North,Partner,2022-04-01
C0809,42,Regular,North,App,2022-09-25
C0810,45,Occasional,West,Online,2022-11-30
C0811,58,Occasional,West,Online,2022-05-19
C0812,35,Regular,West,App,2022-11-12
C0813,41,Regular,West,Retail,2022-10-03
C0814,24,Regular,North,Retail,2022-09-05
C0815,53,Occasional,West,Partner,2022-08-27
C0816,45,Regular,East,Online,2022-08-12
C0817,37,Regular,Central,App,2022-10-31
C0818,21,Regular,South,Online,2022-05-18
C0819,34,Premium,West,Retail,2022-06-15
C0820,29,Occasional,West,Online,2022-05-06
C0821,42,Regular,West,Partner,2022-02-14
C0822,25,Premium,Central,App,2022-05-23
C0823,34,Occasional,North,Online,2022-08-19
C0824,40,Premium,Central,Retail,2022-05-05
C0825,32,Premium,North,Online,2022-08-26
C0826,26,Regular,South,Online,2022-10-19
C0827,31,Occasional,West,Partner,2022-11-09
C0828,32,Regular,South,Retail,2022-12-09
C0829,20,Regular,North,Online,2022-07-14
C0830,22,Regular,West,Online,2022-06-22
C0831,42,Premium,South,Retail,2022-01-15
C0832,28,Regular,North,App,2022-09-11
C0833,41,Occasional,North,App,2022-06-16
C0834,18,Regular,North,App,2022-04-04
C0835,33,Premium,East,Online,2022-09-07
C0836,18,Occasional,North,Online,2022-04-19
C0837,55,Regular,West,Retail,2022-07-01
C0838,31,Occasional,South,App,2022-05-13
C0839,31,Regular,East,App,2022-06-24
C0840,45,Regular,East,Retail,2022-05-24
C0841,46,Regular,South,App,2022-11-02
C0842,30,Occasional,North,Online,2022-12-26
C0843,57,Regular,West,Online,2022-05-22
C0844,54,Regular,South,App,2022-10-12
C0845,37,Regular,South,Online,2022-01-06
C0846,21,Regular,West,Online,2022-09-22
C0847,21,Regular,West,Online,2022-04-08
C0848,37,Premium,East,Retail,2022-02-13
C0849,28,Occasional,South,Online,2022-05-04
C0850,40,Occasional,South,Online,2022-07-28
C0851,41,Occasional,North,App,2022-09-08
C0852,49,Regular,North,App,2022-10-12
C0853,23,Regular,Central,App,2022-05-04
C0854,26,Regular,West,Online,2022-12-20
C0855,18,Regular,Central,Retail,2022-09-01
C0856,29,Regular,West,Online,2022-11-27
C0857,36,Regular,Central,App,2022-12-31
C0858,18,Regular,North,Online,2022-09-09
C0859,18,Occasional,North,Online,2022-08-18
C0860,55,Regular,South,Online,2022-01-09
C0861,28,Regular,South,Online,2022-02-17
C0862,38,Regular,West,Online,2022-05-31
C0863,28,Occasional,South,App,2022-04-24
C0864,39,Regular,Central,Online,2022-07-27
C0865,36,Occasional,South,Online,2022-12-21
C0866,50,Premium,Central,App,2022-05-05
C0867,33,Regular,West,Online,2022-06-06
C0868,37,Occasional,Central,Retail,2022-12-06
C0869,24,Regular,Central,Online,2022-10-25
C0870,46,Occasional,West,App,2022-07-08
C0871,27,Regular,South,Online,2022-08-31
C0872,32,Occasional,Central,Online,2022-10-11
C0873,42,Premium,North,Online,2022-09-29
C0874,32,Regular,North,Partner,2022-06-26
C0875,36,Regular,East,App,2022-08-06
C0876,18,Occasional,West,App,2022-10-09
C0877,23,Regular,Central,Retail,2022-06-19
C0878,55,Occasional,South,App,2022-06-30
C0879,25,Regular,South,Online,2022-12-26
C0880,27,Occasional,North,App,2022-08-21
C0881,18,Regular,South,App,2022-05-19
C0882,38,Regular,North,Online,2022-06-06
C0883,45,Regular,West,App,2022-05-09
C0884,36,Occasional,West,App,2022-04-29
C0885,43,Regular,South,Online,2022-03-03
C0886,38,Occasional,West,Online,2022-04-09
C0887,21,Premium,Central,Online,2022-06-11
C0888,63,Premium,East,App,2022-03-03
C0889,35,Regular,North,Online,2022-10-02
C0890,32,Regular,South,Partner,2022-12-20
C0891,18,Premium,North,App,2022-04-05
C0892,24,Regular,South,App,2022-04-09
C0893,40,Regular,West,Retail,2022-04-21
C0894,18,Regular,South,Online,2022-09-05
C0895,27,Regular,North,App,2022-05-22
C0896,47,Regular,West,Online,2022-10-29
C0897,49,Occasional,South,App,2022-09-26
C0898,29,Regular,Central,Online,2022-11-02
C0899,37,Regular,North,App,2022-05-25
C0900,40,Regular,North,App,2022-02-21
C0901,35,Occasional,North,Online,2022-04-10
C0902,40,Premium,West,Partner,2022-06-01
C0903,27,Regular,East,Online,2022-04-27
C0904,37,Occasional,West,App,2022-07-04
C0905,18,Premium,South,Online,2022-04-02
C0906,26,Occasional,West,Online,2022-06-04
C0907,20,Regular,West,Online,2022-01-08
C0908,30,Regular,North,Retail,2022-12-29
C0909,18,Regular,West,Partner,2022-10-01
C0910,38,Regular,Central,Partner,2022-03-06
C0911,37,Regular,East,Retail,2022-05-21
C0912,43,Regular,West,Online,2022-01-24
C0913,44,Premium,West,App,2022-01-28
C0914,41,Occasional,East,Online,2022-10-11
C0915,32,Occasional,East,App,2022-05-30
C0916,38,Regular,East,Online,2022-12-24
C0917,33,Occasional,South,App,2022-03-06
C0918,40,Occasional,Central,Online,2022-11-23
C0919,26,Occasional,North,App,2022-09-09
C0920,45,Occasional,West,Online,2022-02-22
C0921,19,Regular,East,Online,2022-01-07
C0922,41,Regular,North,Online,2022-10-21
C0923,39,Premium,South,Online,2022-05-26
C0924,38,Premium,West,App,2022-08-29
C0925,29,Premium,West,Partner,2022-09-03
C0926,27,Premium,South,Retail,2022-08-14
C0927,33,Premium,North,App,2022-06-24
C0928,43,Regular,North,App,2022-04-05
C0929,33,Regular,South,Partner,2022-01-27
C0930,34,Regular,South,App,2022-05-10
C0931,40,Regular,East,Online,2022-09-02
C0932,31,Regular,West,Retail,2022-02-28
C0933,26,Occasional,Central,Online,2022-02-03
C0934,26,Regular,South,Retail,2022-07-25
C0935,18,Regular,South,App,2022-09-09
C0936,30,Regular,East,Retail,2022-02-07
C0937,27,Premium,South,Online,2022-10-23
C0938,40,Regular,West,Online,2022-11-19
C0939,33,Occasional,North,App,2022-12-18
C0940,30,Regular,Central,Retail,2022-01-28
C0941,22,Regular,South,App,2022-03-19
C0942,25,Occasional,West,Retail,2022-03-18
C0943,21,Occasional,South,App,2022-10-16
C0944,31,Regular,North,Partner,2022-06-05
C0945,45,Occasional,South,App,2022-02-13
C0946,56,Regular,East,Online,2022-05-08
C0947,43,Occasional,North,Partner,2022-03-02
C0948,18,Occasional,West,App,2022-10-13
C0949,23,Occasional,South,Retail,2022-08-02
C0950,26,Premium,North,Partner,2022-11-07
C0951,45,Regular,West,App,2022-11-02
C0952,40,Regular,West,App,2022-11-13
C0953,18,Occasional,South,App,2022-04-26
C0954,28,Regular,West,App,2022-09-25
C0955,38,Occasional,North,App,2022-07-14
C0956,23,Regular,East,Partner,2022-08-19
C0957,29,Premium,North,Online,2022-08-15
C0958,18,Premium,West,Online,2022-06-02
C0959,19,Regular,West,Partner,2022-10-29
C0960,37,Premium,Central,App,2022-08-08
C0961,35,Premium,North,App,2022-06-06
C0962,69,Regular,Central,Online,2022-10-19
C0963,40,Regular,East,App,2022-11-14
C0964,26,Occasional,West,App,2022-01-31
C0965,39,Regular,North,Online,2022-11-09
C0966,36,Regular,West,App,2022-02-20
C0967,32,Occasional,South,App,2022-04-17
C0968,35,Regular,South,Online,2022-11-17
C0969,37,Premium,East,App,2022-04-19
C0970,42,Occasional,North,Online,2022-05-16
C0971,24,Regular,North,App,2022-12-05
C0972,51,Occasional,Central,App,2022-02-11
C0973,24,Regular,South,App,2022-03-22
C0974,35,Regular,South,Online,2022-05-03
C0975,27,Regular,Central,Online,2022-03-30
C0976,31,Regular,Central,Partner,2022-10-10
C0977,50,Regular,South,Online,2022-02-08
C0978,39,Occasional,West,Online,2022-03-22
C0979,39,Premium,East,App,2022-01-02
C0980,23,Occasional,West,Retail,2022-07-29
C0981,56,Regular,North,Online,2022-08-19
C0982,34,Regular,East,App,2022-12-19
C0983,30,Premium,Central,Online,2022-11-01
C0984,39,Regular,East,App,2022-08-29
C0985,37,Regular,South,App,2022-05-30
C0986,24,Occasional,North,App,2022-01-17
C0987,21,Regular,West,Retail,2022-04-29
C0988,45,Occasional,East,App,2022-05-28
C0989,51,Regular,North,App,2022-12-28
C0990,18,Regular,South,Partner,2022-05-25
C0991,22,Occasional,South,Retail,2022-12-26
C0992,49,Regular,East,Partner,2022-08-21
C0993,28,Regular,Central,Online,2022-02-06
C0994,30,Premium,South,App,2022-12-18
C0995,40,Occasional,East,Online,2022-04-30
C0996,23,Regular,North,Retail,2022-05-16
C0997,18,Occasional,East,App,2022-11-17
C0998,18,Premium,West,Partner,2022-10-29
C0999,39,Regular,East,App,2022-12-05
C1000,36,Regular,East,Online,2022-04-12
C1001,31,Regular,West,Online,2022-08-06
C1002,23,Premium,East,App,2022-02-28
C1003,37,Regular,West,App,2022-10-06
C1004,47,Premium,East,Partner,2022-04-26
C1005,18,Premium,North,Online,2022-11-28
C1006,25,Regular,North,Partner,2022-03-18
C1007,41,Occasional,North,App,2022-05-17
C1008,52,Regular,West,Retail,2022-03-14
C1009,37,Premium,Central,Partner,2022-02-06
C1010,33,Regular,West,Online,2022-01-31
C1011,40,Regular,Central,App,2022-03-26
C1012,18,Regular,West,Partner,2022-06-07
C1013,26,Regular,West,Online,2022-11-01
C1014,30,Premium,East,Partner,2022-10-19
C1015,19,Regular,North,Retail,2022-05-28
C1016,28,Occasional,East,Online,2022-08-13
C1017,38,Occasional,West,Retail,2022-03-05
C1018,51,Regular,East,Partner,2022-08-28
C1019,62,Regular,West,App,2022-12-19
C1020,45,Regular,North,App,2022-06-05
C1021,36,Regular,West,Online,2022-12-25
C1022,54,Regular,North,Online,2022-07-26
C1023,29,Premium,South,App,2022-05-20
C1024,19,Regular,South,Retail,2022-09-14
C1025,35,Premium,North,App,2022-10-04
C1026,20,Regular,Central,App,2022-09-10
C1027,37,Regular,North,Partner,2022-08-13
C1028,18,Occasional,South,Online,2022-02-11
C1029,33,Premium,East,Online,2022-11-03
C1030,34,Regular,Central,App,2022-01-21
C1031,46,Premium,North,App,2022-08-10
C1032,18,Regular,East,App,2022-06-15
C1033,30,Regular,North,Online,2022-11-06
C1034,34,Occasional,East,App,2022-05-09
C1035,23,Regular,North,Online,2022-01-14
C1036,18,Occasional,West,App,2022-02-16
C1037,44,Premium,South,Online,2022-04-28
C1038,34,Occasional,Central,Online,2022-12-12
C1039,35,Regular,South,Online,2022-10-22
C1040,35,Occasional,North,Retail,2022-10-28
C1041,49,Regular,East,Retail,2022-01-11
C1042,24,Occasional,Central,Online,2022-12-11
C1043,25,Regular,East,Online,2022-05-18
C1044,40,Regular,Central,Online,2022-10-23
C1045,23,Premium,North,Partner,2022-01-21
C1046,54,Occasional,Central,Partner,2022-03-31
C1047,28,Occasional,East,Online,2022-08-29
C1048,20,Regular,East,App,2022-09-23
C1049,33,Regular,East,Online,2022-11-30
C1050,20,Occasional,North,Online,2022-08-15
C1051,38,Regular,West,App,2022-05-23
C1052,52,Occasional,West,App,2022-04-03
C1053,21,Regular,East,App,2022-10-27
C1054,34,Regular,South,Online,2022-08-12
C1055,18,Occasional,North,App,2022-11-22
C1056,34,Occasional,North,App,2022-09-09
C1057,37,Regular,East,App,2022-02-16
C1058,25,Occasional,North,Online,2022-08-29
C1059,37,Occasional,East,Retail,2022-06-28
C1060,47,Regular,West,Partner,2022-07-29
C1061,19,Regular,North,Online,2022-06-20
C1062,38,Regular,East,App,2022-06-14
C1063,58,Premium,North,Online,2022-12-10
C1064,20,Regular,North,Online,2022-02-23
C1065,49,Premium,West,App,2022-03-24
C1066,30,Occasional,Central,Online,2022-06-18
C1067,62,Occasional,West,Partner,2022-07-30
C1068,18,Occasional,West,Online,2022-12-22
C1069,39,Regular,South,Online,2022-09-11
C1070,32,Occasional,East,App,2022-05-28
C1071,44,Occasional,South,Online,2022-12-06
C1072,25,Regular,Central,App,2022-07-25
C1073,32,Occasional,West,App,2022-10-09
C1074,39,Occasional,South,Online,2022-01-19
C1075,49,Regular,North,App,2022-08-21
C1076,45,Regular,East,App,2022-02-15
C1077,24,Regular,South,Online,2022-06-11
C1078,44,Occasional,Central,Online,2022-05-10
C1079,40,Occasional,North,Partner,2022-06-15
C1080,38,Regular,South,Online,2022-03-01
C1081,23,Regular,South,Retail,2022-07-26
C1082,34,Occasional,South,Retail,2022-09-21
C1083,39,Premium,West,Partner,2022-01-01
C1084,41,Occasional,South,App,2022-12-03
C1085,36,Premium,South,Retail,2022-10-05
C1086,61,Occasional,North,Partner,2022-08-25
C1087,49,Occasional,West,Partner,2022-07-31
C1088,19,Regular,Central,Online,2022-01-28
C1089,47,Occasional,South,Retail,2022-04-07
C1090,45,Regular,North,App,2022-09-23
C1091,49,Regular,North,Retail,2022-07-05
C1092,33,Regular,North,App,2022-11-15
C1093,64,Regular,West,Retail,2022-09-13
C1094,38,Occasional,North,Retail,2022-11-17
C1095,49,Regular,Central,App,2022-08-15
C1096,47,Premium,East,Retail,2022-01-27
C1097,47,Regular,South,Partner,2022-04-15
C1098,52,Regular,West,Online,2022-05-17
C1099,40,Regular,South,Online,2022-10-09
C1100,35,Regular,East,Retail,2022-03-09
C1101,70,Premium,Central,Online,2022-05-28
C1102,62,Premium,West,App,2022-08-13
C1103,18,Occasional,North,Retail,2022-12-24
C1104,18,Regular,East,App,2022-09-06
C1105,45,Regular,South,App,2022-03-04
C1106,25,Occasional,East,Partner,2022-01-15
C1107,29,Regular,East,Online,2022-11-19
C1108,33,Premium,Central,Retail,2022-11-08
C1109,26,Premium,North,App,2022-05-03
C1110,41,Occasional,East,Online,2022-12-30
C1111,18,Regular,West,App,2022-03-23
C1112,37,Premium,North,Partner,2022-06-09
C1113,50,Regular,East,App,2022-10-10
C1114,29,Regular,Central,Retail,2022-01-08
C1115,38,Regular,Central,Retail,2022-10-10
C1116,34,Regular,East,Partner,2022-07-28
C1117,23,Premium,East,Online,2022-02-17
C1118,50,Occasional,South,Retail,2022-04-26
C1119,25,Premium,North,App,2022-02-28
C1120,25,Regular,East,Online,2022-08-25
C1121,18,Premium,Central,Online,2022-03-02
C1122,33,Regular,South,Online,2022-11-28
C1123,40,Premium,West,Online,2022-03-20
C1124,28,Premium,Central,Online,2022-09-13
C1125,37,Premium,Central,Online,2022-05-30
C1126,50,Occasional,North,Retail,2022-09-18
C1127,35,Occasional,Central,Partner,2022-12-28
C1128,31,Occasional,Central,Online,2022-05-20
C1129,23,Regular,South,App,2022-08-01
C1130,22,Regular,West,Online,2022-09-05
C1131,35,Occasional,West,App,2022-08-30
C1132,18,Regular,East,Online,2022-05-05
C1133,19,Premium,South,Partner,2022-08-22
C1134,18,Occasional,South,Online,2022-10-10
C1135,30,Occasional,North,Retail,2022-03-16
C1136,20,Premium,Central,Online,2022-07-16
C1137,26,Regular,North,Online,2022-04-08
C1138,49,Occasional,Central,Retail,2022-11-03
C1139,49,Premium,South,Online,2022-09-18
C1140,40,Regular,South,Online,2022-03-11
C1141,49,Regular,North,Online,2022-02-05
C1142,39,Regular,South,App,2022-05-22
C1143,54,Regular,West,Online,2022-08-01
C1144,44,Regular,West,Online,2022-06-24
C1145,50,Premium,West,Online,2022-09-17
C1146,21,Premium,West,Online,2022-05-17
C1147,26,Premium,South,Online,2022-01-02
C1148,32,Occasional,North,App,2022-05-25
C1149,30,Occasional,North,Partner,2022-06-02
C1150,26,Regular,West,App,2022-10-28
C1151,36,Regular,North,Online,2022-10-24
C1152,46,Occasional,South,Online,2022-12-04
C1153,26,Occasional,West,App,2022-09-08
C1154,49,Occasional,North,Online,2022-03-18
C1155,18,Occasional,Central,Online,2022-08-17
C1156,32,Regular,Central,Online,2022-10-03
C1157,18,Occasional,East,Retail,2022-09-05
C1158,33,Occasional,South,Online,2022-06-26
C1159,30,Occasional,Central,App,2022-06-20
C1160,47,Occasional,West,Retail,2022-10-10
C1161,28,Regular,West,App,2022-10-06
C1162,33,Occasional,South,App,2022-07-13
C1163,42,Regular,North,Online,2022-08-22
C1164,26,Occasional,East,Online,2022-06-14
C1165,33,Regular,Central,App,2022-04-07
C1166,41,Occasional,South,Online,2022-12-24
C1167,31,Premium,North,Partner,2022-05-03
C1168,30,Regular,West,Retail,2022-10-20
C1169,20,Occasional,West,App,2022-07-16
C1170,37,Occasional,Central,App,2022-04-30
C1171,49,Premium,Central,Online,2022-07-30
C1172,19,Regular,West,App,2022-01-23
C1173,27,Occasional,South,Retail,2022-06-12
C1174,18,Premium,West,Retail,2022-08-31
C1175,31,Regular,West,App,2022-12-28
C1176,19,Regular,North,Online,2022-07-15
C1177,33,Regular,Central,App,2022-07-17
C1178,32,Regular,Central,App,2022-12-06
C1179,35,Regular,North,App,2022-11-30
C1180,44,Premium,South,App,2022-03-19
C1181,59,Regular,South,App,2022-09-11
C1182,50,Occasional,West,Partner,2022-01-19
C1183,41,Regular,West,App,2022-03-06
C1184,52,Regular,East,App,2022-09-15
C1185,37,Regular,West,Online,2022-10-30
C1186,18,Premium,East,App,2022-06-19
C1187,18,Regular,South,Partner,2022-02-21
C1188,29,Occasional,East,Online,2022-08-14
C1189,18,Occasional,North,App,2022-02-21
C1190,31,Occasional,East,Online,2022-09-27
C1191,35,Regular,South,App,2022-08-22
C1192,40,Regular,North,Online,2022-01-08
C1193,29,Regular,East,Retail,2022-03-15
C1194,42,Premium,East,Online,2022-07-29
C1195,34,Occasional,South,Online,2022-12-02
C1196,28,Premium,East,App,2022-03-21
C1197,18,Regular,North,Online,2022-02-08
C1198,44,Premium,West,Partner,2022-08-29
C1199,54,Regular,West,App,2022-05-16
C1200,44,Regular,West,Online,2022-06-23
C1201,41,Premium,East,Partner,2022-11-16
C1202,32,Regular,East,Online,2022-12-21
C1203,46,Regular,East,Online,2022-07-23
C1204,30,Premium,Central,Online,2022-11-29
C1205,26,Occasional,Central,App,2022-02-11
C1206,37,Premium,East,Retail,2022-06-18
C1207,46,Regular,Central,App,2022-12-12
C1208,32,Premium,South,Online,2022-10-01
C1209,37,Occasional,South,Online,2022-07-14
C1210,38,Occasional,East,Online,2022-06-12
C1211,29,Regular,East,Online,2022-11-17
C1212,36,Occasional,North,Online,2022-09-07
C1213,42,Regular,East,Online,2022-10-05
C1214,26,Premium,East,Retail,2022-01-19
C1215,45,Regular,West,Online,2022-11-13
C1216,35,Occasional,West,Partner,2022-02-05
C1217,21,Occasional,South,Online,2022-05-01
C1218,52,Occasional,West,Partner,2022-11-20
C1219,42,Occasional,North,Online,2022-12-17
C1220,27,Regular,South,Partner,2022-05-28
C1221,51,Occasional,South,Retail,2022-04-27
C1222,45,Regular,Central,Online,2022-02-16
C1223,48,Regular,West,Online,2022-08-11
C1224,25,Occasional,South,Online,2022-02-20
C1225,32,Regular,South,Online,2022-11-21
C1226,18,Premium,East,Retail,2022-12-27
C1227,38,Occasional,East,App,2022-02-21
C1228,21,Regular,East,Online,2022-08-16
C1229,47,Premium,South,Partner,2022-03-27
C1230,50,Regular,East,Partner,2022-12-22
C1231,42,Occasional,Central,App,2022-06-03
C1232,54,Regular,South,Partner,2022-01-15
C1233,28,Occasional,East,Online,2022-01-24
C1234,37,Regular,East,Retail,2022-06-16
C1235,41,Regular,North,Partner,2022-01-29
C1236,29,Regular,South,App,2022-05-31
C1237,29,Regular,North,Online,2022-07-03
C1238,44,Occasional,East,Online,2022-07-11
C1239,29,Occasional,South,Partner,2022-08-09
C1240,23,Regular,North,Retail,2022-03-16
C1241,56,Occasional,North,Online,2022-05-06
C1242,30,Occasional,South,Online,2022-09-29
C1243,29,Regular,West,Online,2022-07-30
C1244,39,Premium,West,Online,2022-10-17
C1245,39,Regular,East,App,2022-12-16
C1246,38,Regular,Central,Retail,2022-04-03
